id,score,category,text
4762,5,positive,"['puas', 'belanja', 'segar', 'barang', 'frest', 'terimakasih', 'segar', 'mas', 'kurir']"
4763,5,positive,"['segar', 'puas', 'belanja', 'segar', 'promo']"
4764,5,positive,"['puas', 'belanja', 'segar']"
4765,5,positive,[]
4766,5,positive,"['suka', 'belanja', 'suka', 'promo', 'harga', 'saing', 'gratis', 'ongkir', 'bahan', 'frash']"
4767,5,positive,['suks']
4768,5,positive,"['coba', 'moga', 'harga', 'bagus', 'servicenya', 'muas']"
4769,5,positive,['puas']
4770,5,positive,['puas']
4771,5,positive,"['kualitas', 'brgnya', 'segar', 'packingnya', 'juga', 'rapi', 'bagus']"
4772,5,positive,"['sayurbuah', 'daging', 'fresh', 'semuapacking', 'tutup', 'rapirecommended', 'syekalee']"
4773,5,positive,"['jos', 'pokok']"
4774,5,positive,"['kirim', 'cepat', 'sesuai', 'jadwal', 'kualitas', 'produk', 'bagus', 'segar', 'emas', 'rapi', 'terima', 'kasih', 'sukses', 'segar']"
4775,5,positive,"['buaguuuuuusss', 'sekali', 'ini', 'segar', 'kirim', 'buah', 'selalu', 'fresh', 'apalagi', 'bahan', 'lauk', 'jaga', 'sekali', 'bersih', 'emas']"
4776,4,positive,"['bahan', 'bagus', 'kualitas', 'tingkat', 'jam', 'antar', 'bagus']"
4777,5,positive,['ok']
4778,4,positive,"['buah', 'sayur', 'segar', 'kirim', 'cepat']"
4779,5,positive,['muas']
4780,5,positive,"['mgg', 'belanja', 'gari', 'promo']"
4781,5,positive,"['segar', 'baik', 'langsung', 'tani', 'mantaaabs']"
4782,5,positive,"['bantu', 'kualitas', 'produk', 'bagus', 'voucher', 'disc']"
4783,5,positive,"['ok', 'tahan', 'tingkat']"
4784,5,positive,['bagus']
4785,5,positive,"['belanja', 'tidur', 'besok', 'pagi', 'blnjaan', 'sampai', 'rumah', 'buah', 'sayur', 'segar', 'bagus', 'tksh', 'segar']"
4786,5,positive,"['puas', 'kualitas', 'promo', 'disc']"
4787,5,positive,"['puas', 'sayur', 'fresh', 'jempol', 'deh']"
4788,5,positive,"['refund', 'gampang', 'cepat']"
4789,5,positive,"['mantap', 'gratis', 'banyakpengiriman', 'cepatsayuranbuahikandan', 'daging', 'segar', 'mudah', 'depan', 'pilih', 'barang']"
4790,4,positive,"['alhamdulillah', 'puas', 'dengan', 'produk', 'kadang', 'bbrapa', 'bagus', 'kadangkadang', 'segar', 'komitmen', 'garansi', 'nila', 'produk', 'terimakasih', 'segar', 'bantu', 'penuh', 'butuh', 'belanja', 'drmh', 'rumah']"
4791,5,positive,"['bagus', 'brgnyabyk', 'promonya']"
4792,5,positive,"['belanja', 'mudah', 'bersih', 'garansi']"
4793,5,positive,"['pesan', 'serba', 'fresh', 'kemas', 'kirim']"
4794,5,positive,"['brgnya', 'fresh', 'ontime']"
4795,5,positive,"['sayur', 'selalu', 'segar', 'bagus', 'harga', 'murahudah', 'langgan']"
4796,5,positive,"['alhamdulillah', 'solusi', 'pademi', 'pasar', 'pesan', 'besok', 'langsung', 'terimakasih']"
4797,5,positive,"['barang', 'jual', 'bagus', 'sesuai', 'nama', 'segar', 'kirim', 'sesuai', 'jadwal', 'free', 'ongkir', 'mantap']"
4798,5,positive,"['mantapsssdapat', 'voucer', 'terus', 'free', 'ongkir', 'trusssfresss', 'segerrr']"
4799,5,positive,"['service', 'bagus', 'muas', 'barang', 'fresh']"
4800,5,positive,"['segar', 'bantu', 'belanja', 'sayur', 'daging', 'buah', 'masak']"
4801,5,positive,"['sayur', 'buah', 'bagus', 'segar', 'kemas', 'paket', 'pakai', 'dus', 'rapi']"
4802,5,positive,"['belanja', 'segar', 'mutu', 'plus', 'gratis', 'ongkir', 'discount', 'hhmmm', 'belanja', 'segar']"
4803,5,positive,"['belanja', 'enak', 'segar']"
4804,5,positive,"['alhamdulillah', 'muas', 'belanja', 'segarikualitas', 'produk', 'bagus', 'voucer', 'bantu', 'rumah']"
4805,5,positive,"['bagus', 'sayurannyaharga', 'jangkau', 'promonya']"
4806,5,positive,"['puas', 'belanja', 'segar', 'buah', 'segar', 'ikan', 'dor', 'suka', 'segar', 'mantap', 'muas']"
4807,5,positive,"['mudah', 'cepat', 'aman', 'kualitas', 'barang', 'oke', 'alhamdulillah', 'pertama', 'kali', 'belanja', 'kecewa', 'terus', 'tingkat', 'layan', 'tahan', 'kualitas']"
4808,5,positive,"['belanja', 'segar', 'segar', 'komit', 'barang', 'bagus', 'tinggal', 'foto', 'langsung', 'ganti', 'rumah', 'belanja', 'segar', 'terima', 'kasih', 'segar']"
4809,2,negative,"['kirim', 'daerah', 'kabupaten', 'karawang', 'belum', 'sayang', 'banget', 'padahal', 'pengin', 'coba', 'beli', 'aplikasi', 'tapi', 'pilih', 'kota', 'tinggal']"
4810,5,positive,"['kasih', 'produk', 'buah', 'enak', 'segar', 'lupa', 'banyak', 'diskon', 'feedback', 'ya', 'min']"
4811,5,positive,"['barang', 'barang', 'fresh', 'fresh', 'ganti', 'tahan', 'tepat', 'kirim', 'barang', 'kualitas', 'barang']"
4812,5,positive,"['senang', 'karen', 'kirim']"
4813,5,positive,"['barang', 'segar', 'produk', 'bagus']"
4814,5,positive,"['mantabzrutin', 'makan', 'buah', 'rumah', 'harga', 'murah', 'kualitas', 'bagus', 'like', 'itu']"
4815,5,positive,"['segar', 'top', 'blnjanya', 'puas', 'segar', 'brgnya', 'banyak', 'lagi', 'promo', 'turun', 'harga', 'vocher', 'psn', 'langsung', 'sampai', 'depan', 'rumah', 'gratis', 'ongkir', 'lagi', 'segar', 'lambat', 'kirim', 'langsung', 'kasih', 'vocher', 'senang', 'belanja', 'capek', 'pasar', 'lagi', 'deh', 'blnjanya', 'musim', 'pandemi', 'moga', 'jaya', 'segar']"
4816,5,positive,"['belanja', 'segar', 'memuaskanbarang', 'barang', 'fresh', 'berkualitasmutu', 'jamin', 'garansi', 'terima', 'barang', 'freshtunggu', 'apalagimari', 'belanja', 'segariidelizabethmart']"
4817,5,positive,"['kirim', 'sesuai', 'jadwal', 'estimasi', 'kualitas', 'produk', 'segar']"
4818,5,positive,"['puas', 'belanja', 'segarifree', 'hadiah', 'jugaada', 'tambah', 'free', 'nyamksih', 'ya']"
4819,5,positive,"['kena', 'corona', 'sama', 'suami', 'larang', 'pasaralhamdulillah', 'segar', 'butuh', 'dapur', 'penuh', 'hemat', 'tenaga', 'karena', 'pesan', 'jam', 'sore', 'besok', 'pagi', 'barang', 'deh', 'anterinbarangnya', 'bagus', 'bersihmakin', 'jaya', 'segar', 'tahan', 'kualitas']"
4820,5,positive,"['bagus', 'mudah', 'belanja', 'masa', 'pandemi']"
4821,1,negative,"['gaji', 'kurir', 'telat', 'dongtolongggggggg']"
4822,5,positive,"['recomended', 'banget', 'bos']"
4823,4,positive,['ok']
4824,5,positive,"['kualitas', 'bawang', 'merah', 'bagus', 'terimakasih', 'bawang', 'bagus', 'bagus', 'mbak']"
4825,5,positive,['bagus']
4826,5,positive,['bagus']
4827,4,positive,"['kolom', 'promo', 'vouche', 'diisilihat', 'mana']"
4828,5,positive,"['bantu', 'belanja', 'sayur', 'ribet', 'ribet', 'rumah']"
4829,5,positive,['mantul']
4830,5,positive,"['terima', 'kasih', 'segar', 'bantu', 'ku', 'keluarga']"
4831,5,positive,"['best', 'cepat', 'segarthanks']"
4832,2,negative,"['order', 'kirim', 'batas', 'tempat']"
4833,5,positive,"['bagus', 'layan']"
4834,5,positive,"['aplikasi', 'gampang', 'digunakandan', 'layan', 'rekomend', 'banget', 'belanja', 'butuh', 'aplikasi', 'segar']"
4835,5,positive,"['keren', 'dan', 'praktis']"
4836,5,positive,"['good', 'aplication']"
4837,1,negative,"['cs', 'slow', 'respon', 'mending', 'email', 'by', 'wa']"
4838,2,negative,"['konfirmasi', 'bayar', 'tolong', 'otomatis', 'sistem', 'manual', 'banget', 'konfirmasi', 'bayar', 'bank', 'banyak']"
4839,5,positive,['mantap']
4840,5,positive,['top']
4841,1,negative,['baru']
4842,5,positive,"['bantu', 'pandemic', 'segar', 'sayur', 'buah', 'daging', 'ayam', 'fresh', 'terima kasih']"
4843,5,positive,"['bagus', 'cepat', 'kualitas', 'tolong', 'materibramah', 'lingkung', 'sampah']"
4844,1,negative,"['install', 'adapanduan', 'jual', 'order']"
4845,5,positive,"['barang', 'gari', 'bagus']"
4846,5,positive,"['jadi', 'mudah', 'praktis', 'yaathanks', 'segar']"
4847,5,positive,"['puas', 'belanja', 'segar', 'barang', 'jual', 'barang', 'segar', 'kualitas', 'respon', 'balas', 'pesan', 'cepat', 'segar', 'kirim', 'terima', 'kasih', 'segar']"
4848,5,positive,"['wow', 'keren']"
4849,5,positive,"['belanja', 'barang', 'cepat', 'produk', 'bagus', 'sayang', 'pesan', 'jadwal', 'kirim', 'kadang', 'pilih', 'bayar', 'barang', 'habis']"
4850,5,positive,"['oke', 'sayur', 'segar', 'banget']"
4851,3,neutral,"['komit', 'kirim', 'lorot']"
4852,5,positive,"['rasa', 'segar', 'servicenya', 'bagus', 'barang', 'jual', 'fresh']"
4853,5,positive,['nice']
4854,5,positive,['ok']
4855,5,positive,['oke']
4856,5,positive,"['kirim', 'cepatbrang', 'baguskurirnya', 'ramah']"
4857,1,negative,"['order', 'tapi', 'kecewa', 'trf', 'tunggu', 'batal', 'sekarang', 'tunggu', 'kembali', 'dana']"
4858,5,positive,"['lumayan', 'bebas', 'ongkir', 'voucher', 'diskon']"
4859,5,positive,[]
4860,5,positive,"['puas', 'belanja', 'gari', 'layan', 'bagus', 'buah', 'sayur', 'daging', 'fresh', 'sukses', 'segarijangan', 'kasih', 'diskon']"
4861,5,positive,"['bantu', 'dalam', 'penuh', 'butuh', 'hari', 'tampa', 'harus', 'tolong', 'voucher', 'untuk', 'belanja', 'kirim', 'tolong', 'cepat', 'over', 'all', 'ok']"
4862,5,positive,"['bantu', 'dalam', 'belanja', 'layan', 'muas']"
4863,5,positive,"['kualitas', 'baik']"
4864,5,positive,"['bantu', 'terimakasih', 'segar']"
4865,5,positive,"['beli', 'benar', 'benar', 'barang', 'fresh', 'banget', 'thankyou', 'segar']"
4866,5,positive,"['harga', 'saing']"
4867,5,positive,"['ok', 'produk', 'kemas', 'masih', 'fresh']"
4868,5,positive,"['puassayuran', 'segar']"
4869,5,positive,"['barang', 'kualitas', 'puas', 'blanja', 'segar']"
4870,5,positive,"['suka', 'banget', 'aplikasi', 'gampng', 'enggak', 'ribet', 'terus', 'kirim', 'hadiah', 'kerabat', 'bantu', 'disc']"
4871,5,positive,"['produk', 'bagus', 'kirim', 'on', 'time']"
4872,5,positive,"['barang', 'bagus', 'bagus']"
4873,1,negative,"['kok', 'cancel', 'dada', 'cs']"
4874,5,positive,"['aplikasi', 'manfaat', 'banget', 'isoman', 'masa', 'pandemi', 'kayak', 'begini', 'sudah', 'begitu', 'promonya']"
4875,5,positive,"['mantul', 'banget', 'belanja']"
4876,5,positive,"['kadang', 'masalah', 'cs', 'bantu', 'terimakasih', 'segar']"
4877,5,positive,"['fresh', 'mantap']"
4878,5,positive,"['mantul', 'deh', 'pokok', 'segar', 'segar', 'jamin', 'sesal', 'higenis', 'belanja', 'hemat', 'praktis', 'simple', 'puas', 'segar', 'topp']"
4879,5,positive,"['belanja', 'online', 'saji', 'sayur', 'buah', 'daging', 'fresh', 'kualitas', 'mudah', 'karena', 'pandemi', 'begini', 'rumah', 'sukses', 'terus', 'segar']"
4880,5,positive,"['buah', 'segar', 'segar', 'sayur', 'fresh', 'pokok', 'mantap']"
4881,5,positive,"['bagus', 'aplikasi', 'segar', 'mudah', 'belanja', 'buah', 'sayur', 'daging', 'jaya', 'segar']"
4882,5,positive,"['puas', 'barang', 'terima', 'fresh', 'bagus', 'bagus', 'senang', 'belanja', 'segar']"
4883,5,positive,"['belanja', 'segar', 'mantap']"
4884,5,positive,"['segar', 'josss', 'bintang', 'bicara']"
4885,5,positive,['baik']
4886,5,positive,"['puas', 'belanja', 'segar', 'buah', 'sayur', 'kualitas', 'daging', 'fresh']"
4887,5,positive,"['segar', 'baik']"
4888,5,positive,"['alhamdulillahselama', 'covid', 'landa', 'segar', 'jaya']"
4889,5,positive,"['aplikasi', 'baik', 'bantu', 'segar', 'jadi', 'mudah', 'penuh', 'butuh', 'rumah', 'masa', 'pandemi', 'barang', 'lengkap', 'promo']"
4890,5,positive,['oke']
4891,5,positive,"['rekomendasi', 'aplikasi', 'belanja', 'bahan', 'masakan', 'mudah', 'masa', 'pandemik', 'cocok', 'banget', 'enggak mau', 'repot', 'pergi', 'pasar']"
4892,5,positive,"['kualitas', 'produk', 'bagus', 'segar', 'jaga', 'bantu', 'isolasi', 'mandiri', 'terima', 'kasih', 'segar']"
4893,5,positive,"['mantap', 'banget', 'aplikasi', 'mudah']"
4894,5,positive,['muas']
4895,5,positive,"['hebat', 'segar', 'sayur', 'benar', 'benar', 'bagus', 'fresh']"
4896,5,positive,"['segar', 'sekali', 'buahbuahnya', 'kirim', 'pandemi', 'bantu', 'antar', 'ramah']"
4897,5,positive,"['bagus', 'kirim', 'cepat']"
4898,5,positive,"['segar', 'oke', 'moga', 'jaya']"
4899,5,positive,"['kualitas', 'jaga', 'promo', 'menarikterbaiknice']"
4900,5,positive,"['bantu', 'pandemi', 'duduk', 'rumah', 'pesan', 'kualiatas', 'barang', 'bagus']"
4901,5,positive,"['moga', 'joss']"
4902,5,positive,"['promo', 'mainmain']"
4903,5,positive,"['aplikasi', 'bantu', 'saat', 'pandemi', 'terimakasih']"
4904,5,positive,['baik']
4905,5,positive,['good']
4906,5,positive,"['belanja', 'segar', 'bantu', 'pandemi', 'jam', 'panen', 'langsung', 'kirim', 'rumah', 'segar', 'jaga', 'sayur', 'buah', 'daging', 'dry', 'lengkap', 'butuh', 'bahan', 'pokok', 'segar', 'oke', 'banget']"
4907,5,positive,['bantu']
4908,5,positive,"['bantu', 'pandemi', 'begini', 'belanja', 'mudah', 'rumah', 'sukses', 'terus', 'segar']"
4909,5,positive,"['harga', 'rupiah', 'barang', 'dolar', 'kualitas', 'jamin', 'mesan', 'mudah', 'masa', 'pandemi', 'repot', 'rumah', 'protokol', 'sehat', 'kirim', 'sesuai', 'protokol', 'sehat']"
4910,5,positive,"['supermarket', 'online', 'saji', 'makan', 'minum', 'daging', 'ayam', 'segar', 'kualitas', 'sukses', 'segar']"
4911,5,positive,"['segar', 'the', 'best']"
4912,5,positive,"['segar', 'oke', 'banget']"
4913,5,positive,"['kualitas', 'buah', 'sayur', 'sagat', 'muas']"
4914,5,positive,"['sip', 'mantap']"
4915,5,positive,"['segar', 'baik', 'tiap', 'kirim', 'milik', 'komitmen', 'puas', 'customer']"
4916,5,positive,"['hari', 'baik']"
4917,5,positive,"['gari', 'okeyy']"
4918,5,positive,"['produk', 'segar', 'segar', 'higienis', 'kualitas', 'produk', 'baik']"
4919,5,positive,"['sukses', 'segar']"
4920,5,positive,[]
4921,5,positive,"['sayur', 'buah', 'frozen', 'segerrr', 'promo', 'juga']"
4922,5,positive,"['kualitas', 'baik', 'segar']"
4923,5,positive,"['pas', 'banget', 'aplikasi', 'warga', 'pandemi', 'bantu', 'mantap']"
4924,5,positive,"['solusi', 'belanja', 'online', 'percaya']"
4925,5,positive,"['paking', 'rapi', 'bersih', 'produk', 'fresh']"
4926,5,positive,"['enggak', 'kecewa', 'segar']"
4927,5,positive,['keren']
4928,5,positive,"['pilih', 'baik', 'sesuai', 'slogan']"
4929,5,positive,"['segar', 'bagus']"
4930,5,positive,"['hari', 'mantulll', 'buah', 'buah', 'fresh']"
4931,5,positive,['recomend']
4932,5,positive,"['pesan', 'besok', 'pagi', 'antar', 'kurir', 'enggak', 'ribet', 'antri', 'belanja', 'macetmacetan', 'jalan']"
4933,5,positive,"['aplikasi', 'baik', 'belanja', 'online']"
4934,5,positive,"['benar', 'benar', 'fresh', 'buah', 'sayur', 'daging', 'segar', 'segar']"
4935,5,positive,"['supermarket', 'online', 'baik', 'kelas']"
4936,5,positive,[]
4937,5,positive,"['aplikasi', 'belanja', 'sayur', 'online', 'baik', 'bagus']"
4938,5,positive,"['allhamdulillah', 'bantu', 'saat', 'coviddapat', 'mes', 'buahsayur', 'rumahbuahsayur', 'kerumahdengan', 'kualitas', 'freshmantap']"
4939,5,positive,"['sesuai', 'banget', 'kentang', 'ab', 'mantaps']"
4940,5,positive,"['sesal', 'belanja', 'segar', 'produk', 'fresh', 'garansi']"
4941,5,positive,['mantap']
4942,5,positive,"['top', 'kualitas', 'jamin', 'ramah', 'kantong']"
4943,5,positive,"['bantu', 'masa', 'pandemi', 'promo', 'gila', 'keren']"
4944,5,positive,"['mantap', 'sesuai', 'pesan', 'barang', 'fresh']"
4945,5,positive,"['bantu', 'pandemi']"
4946,5,positive,"['sesuai', 'moto', 'mantap']"
4947,5,positive,"['batu', 'butuh', 'rumah']"
4948,5,positive,"['layan', 'baik', 'buat', 'customer', 'banyak', 'promo', 'buah', 'an', 'sayur', 'daging']"
4949,5,positive,"['aplilakasi', 'tolong', 'saat', 'pandemi', 'keren', 'deh', 'pokok', 'promo']"
4950,5,positive,"['segar', 'penuh', 'butuh', 'orang', 'banyak', 'percaya']"
4951,5,positive,"['barang', 'fresh', 'packing', 'rapi', 'barang', 'aman', 'promo']"
4952,5,positive,"['promonya', 'batu', 'kondisi', 'pandemi', 'segar', 'good']"
4953,5,positive,"['belanja', 'segar', 'muas', 'sayur', 'bagus', 'buah', 'segar', 'daging', 'fresh', 'pasti', 'harga', 'jangkau', 'pokok', 'sesal', 'deh', 'belanja', 'segar']"
4954,5,positive,"['bagus', 'aplikasi', 'segar', 'mudah', 'beli', 'sayur', 'buah', 'daging', 'pokok', 'mantap']"
4955,5,positive,"['aplikasi', 'bantu', 'mudah', 'belanja', 'hindar', 'covid', 'terima', 'kasih', 'segar']"
4956,5,positive,"['promosi', 'barang', 'fresh', 'kirim']"
4957,1,negative,"['sudah', 'bayar', 'kirim', 'cancel', 'mesan', 'kembali', 'uang', 'jelasrespon', 'customer', 'service', 'lambanini', 'tipu', 'garansi']"
4958,1,negative,"['beberapa', 'belanja', 'suka', 'kemarin', 'transfer', 'hasil', 'tapi', 'order', 'batal', 'alas', 'bayar', 'terima', 'mutasi', 'rekening', 'debet', 'rekening', 'segar', 'wa', 'serta', 'bukti', 'transaksi', 'direspon', 'yasudah', 'respect', 'saya', 'senang', 'banget', 'bantu', 'belanja']"
4959,5,positive,[]
4960,5,positive,"['we', 'love', 'segariid']"
4961,5,positive,['good']
4962,1,negative,"['beli', 'pisang', 'mateng', 'mpe', 'minggu', 'tetap', 'ijo', 'ganti', 'voucher', 'tapi', 'pas', 'pesan', 'dagh', 'alamat', 'sekarang', 'hangus', 'voucher']"
4963,5,positive,"['benar', 'oke', 'banget', 'tapi', 'cancelnya', 'susah', 'ampun', 'tombol', 'cancel', 'aplikasihrs', 'hubung', 'cs', 'tapi', 'dibalessebelll', 'tambah', 'bintang', 'csnya', 'sudah', 'cepat', 'balas', 'chatnyajd', 'bintang', 'sudah', 'tombol', 'cancel', 'aplikasi']"
4964,5,positive,"['bagus', 'ssyrannja']"
4965,1,negative,"['mohon', 'maaf', 'kali', 'kirim', 'barang', 'komplen', 'mohon', 'pegertian', 'karan', 'sudah', 'usaha', 'maksimal', 'shopee', 'mausk', 'komplen']"
4966,5,positive,"['min', 'info', 'putar', 'gudang', 'ambil', 'barang', 'enggak', 'min', 'ambil', 'butuh', 'cepat', 'paket', 'kilat', 'sameday', 'begitu', 'min', 'enggak', 'tunggu', 'esok', 'hari']"
4967,5,positive,"['praktis', 'belanja', 'segarfresh', 'layan', 'super', 'cepat']"
4968,5,positive,"['kualitas', 'baik']"
4969,1,negative,"['alamat', 'kirim', 'bisa', 'jangkau', 'tapi', 'daftar', 'aplikasi', 'cancel', 'dada', 'hari', 'buruk']"
4970,2,negative,"['daerah', 'batam', 'sudah', 'belum']"
4971,1,negative,"['order', 'proses', 'cancel', 'alas', 'cover', 'area', 'cover', 'area', 'mesti', 'aplikasi', 'input', 'alamat', 'kirim', 'dong', 'sungguh', 'aneh', 'aplikasi', 'proses', 'cs', 'wa', 'cancel', 'jujur', 'kecewa']"
4972,4,positive,"['tolong', 'ada', 'tombol', 'cancel']"
4973,5,positive,"['riview', 'jujur', 'bagus', 'bagus', 'barang', 'fresh', 'promo', 'tarik', 'kirim', 'cepat', 'driver', 'ramah', 'ramah']"
4974,5,positive,"['belanja', 'cerdas', 'ya', 'belanja', 'hemat', 'dong', 'hemat', 'ongkos', 'hemat', 'hemat', 'tenaga', 'mantul', 'deh', 'segar']"
4975,5,positive,"['ini', 'the', 'bestmantul', 'bngit']"
4976,5,positive,"['mahal', 'segar', 'produk', 'terima', 'segar']"
4977,5,positive,"['produk', 'kualitas', 'jamin', 'garansi', 'puas', 'banget', 'deh', 'pokok', 'belanja', 'segar']"
4978,1,negative,"['cancel', 'pesan', 'hubung', 'cs', 'menu', 'batal', 'aplikasinyajng', 'goda', 'promonya']"
4979,3,neutral,"['auto', 'copot', 'aplikasi', 'jangkau', 'layan']"
4980,5,positive,"['barang', 'bagus']"
4981,5,positive,"['puas', 'belanja']"
4982,5,positive,['muas']
4983,5,positive,"['mantap', 'respon', 'cepat', 'beli', 'gampang', 'praktis', 'uhuyy']"
4984,1,negative,"['harga', 'mahal', 'mending', 'pasar']"
4985,1,negative,"['buah', 'jelek']"
4986,5,positive,"['aplikasi', 'inibelanja', 'mudahbarangbarangnya', 'freshpromonya', 'banyak']"
4987,5,positive,"['suangatt', 'manfaat', 'mager', 'begini', 'top', 'markotop']"
4988,5,positive,"['fresh', 'and', 'frozen']"
4989,5,positive,"['terimakasih', 'segar']"
4990,5,positive,"['belanja', 'mudah', 'segar']"
4991,5,positive,"['belanja', 'mudah']"
4992,5,positive,"['belanja', 'mudah']"
4993,5,positive,['muas']
4994,5,positive,['ok']
4995,5,positive,"['belanja', 'puas', 'harga', 'hemat']"
4996,5,positive,"['layan', 'bagus']"
4997,5,positive,['good']
4998,5,positive,"['belanja', 'hemat', 'praktis']"
4999,5,positive,"['belanja', 'gari', 'puas']"
5000,5,positive,"['pelyanan', 'bagus']"
5001,5,positive,"['belanja', 'puas', 'hasil', 'puas']"
5002,5,positive,"['aplikasi', 'bantu']"
5003,5,positive,['keren']
5004,5,positive,['ok']
5005,5,positive,"['bagus', 'layan']"
5006,5,positive,['ok']
5007,5,positive,"['aplikasi', 'keren']"
5008,5,positive,['terimakasih']
5009,5,positive,['mantap']
5010,5,positive,"['suka', 'banget']"
5011,5,positive,"['bagus', 'sayur']"
5012,5,positive,[]
5013,5,positive,"['good', 'oke']"
5014,5,positive,['good']
5015,5,positive,['good']
5016,5,positive,['good']
5017,5,positive,['mantapss']
5018,5,positive,['mantapzzz']
5019,5,positive,['good']
5020,5,positive,['mantap']
5021,5,positive,['ok']
5022,5,positive,"['mudah', 'mes', 'produk', 'benar', 'fresh', 'bawang', 'merah', 'gede', 'beersih', 'harga', 'murah', 'biasa', 'sudah', 'coba', 'belanja']"
5023,5,positive,"['produk', 'kirim', 'fresh', 'harga', 'jangkau', 'repot', 'keluar', 'rumah', 'belanja', 'pagi', 'sudah', 'rumahsukses', 'segar']"
5024,5,positive,"['install', 'coba', 'kasih', 'review', 'lgsemoga', 'order', 'terimakasih']"
5025,5,positive,"['aplikasi', 'ribet', 'segar', 'rumah']"
5026,5,positive,"['aplikasi', 'bagus', 'gampang', 'belanja']"
5027,5,positive,['nice']
5028,5,positive,['nice']
5029,5,positive,"['aplikasi', 'bantu', 'mudah', 'kaum', 'milenial']"
5030,5,positive,"['suka', 'sama', 'segar', 'ngecewain', 'barang', 'thank', 'youuu']"
5031,5,positive,"['buru', 'cp', 'minyak', 'gratis']"
5032,5,positive,"['kirim', 'antar', 'ramah', 'kualitas', 'barang', 'bagus', 'beberapa', 'kali', 'pesan']"
5033,5,positive,"['terima kasih', 'minyak', 'goreng']"
5034,5,positive,"['mantap', 'bagus', 'aplikasi', 'layan']"
5035,5,positive,['top']
5036,5,positive,['promotor']
5037,5,positive,"['sayur', 'buah', 'fresh']"
5038,5,positive,"['app', 'manfaat', 'banget', 'top']"
5039,5,positive,['good']
5040,5,positive,"['aplikasi', 'bantu', 'belanja', 'butuh', 'hari', 'rumah']"
5041,5,positive,"['belanja', 'mudah', 'batu']"
